Workflow,Lesson Learning- Quiz & Progress Tracking Flow
Test requirement,Verify the complete end-to-end learning journey through the actual UI: sequential Lesson unlocking, Lesson Quiz attempts, progress-percentage tracking, Continue Learning resume, structure-change recalculation, lifetime access, and the access-boundary guards around Lesson content.
Number of TCs,16
Testing Round,Passed,Failed,Pending,N/A
Round 1,0,0,16,0
Round 2,0,0,16,0
Round 3,0,0,16,0

Test Case ID,Test Case Description,Test Case Procedure,Expected Results,Pre-conditions,Round 1 Status,Round 1 Date,Round 1 Tester,Round 2 Status,Round 2 Date,Round 2 Tester,Round 3 Status,Round 3 Date,Round 3 Tester,Note
SYS_FLOW_LRN_TC11,"Removing a Lesson the Learner had already completed does not produce an out-of-bounds progress percentage.","1. As a Learner who completed a Lesson later removed in a new published version. 2. Switch to the new version and reopen My Learning.","The recalculated percentage stays within 0-100% (never negative, never over 100%), consistent with the documented dynamic-recalculation edge case.","A new version with a completed Lesson removed has been published and the Learner switched to it.",Pending,,,Pending,,,Pending,,,
Lifetime Access,,,,,,,,,,,,,,,
SYS_FLOW_LRN_TC12,"Course access remains available indefinitely after purchase/enrollment, with no expiry.","1. As a Learner enrolled well in the past (or simulate a long time gap since enrollment), open the course and any previously completed Lesson.","All lesson content remains fully accessible; there is no expiry date/lock applied purely due to elapsed time (BR-LRN-05, lifetime access).","An enrollment that is not recent exists.",Pending,,,Pending,,,Pending,,,
Comment While Learning,,,,,,,,,,,,,,,
SYS_FLOW_LRN_TC13,"Learner posts a question comment directly from the Lesson page while studying.","1. Open an unlocked Lesson. 2. Scroll to the comment section. 3. Enter a normal question and submit.","The comment is submitted through the Rule Engine and, assuming clean text, appears immediately in the thread as APPROVED (full detail coverage in SYS_FLOW_CMT flow).","Learner has access to the Lesson.",Pending,,,Pending,,,Pending,,,"See SYS_FLOW_CMT for the full moderation-outcome matrix (APPROVED/PENDING/REJECTED)."
Access Boundary Guards,,,,,,,,,,,,,,,
SYS_FLOW_LRN_TC14,"A Learner not enrolled in a paid course cannot open its Lesson detail content via a direct link.","1. As a Learner NOT enrolled in a specific paid course, obtain/guess a direct link to one of its Lessons. 2. Open it.","Access is blocked or redirected to the course's purchase page; the actual Lesson content (text/video/quiz) is not rendered for a non-enrolled Learner.","Learner is not enrolled in the target paid course.",Pending,,,Pending,,,Pending,,,"Cross-check against CRIT-02 in unit_test_plan.md/AUDIT_REPORT.md (userId param on complete/quiz endpoints not fully verified server-side) - if this UI-level guard passes but the raw API doesn't, note it as a gap needing the IT-level fix, not a System Test regression."
SYS_FLOW_LRN_TC15,"Marking a Lesson complete for a course the Learner is not enrolled in is rejected.","1. As a Learner not enrolled in a course, attempt to trigger ""Mark as Completed"" for one of its Lessons (e.g. via a stale cached screen or manipulated request).","The action is rejected; no `lesson_progresses` row is created for a non-enrolled Learner; the course's enrollment/progress state for that user is unaffected.","Learner is not enrolled in the target course.",Pending,,,Pending,,,Pending,,,"Same CRIT-02 cross-check as TC14 - report actual observed behavior even if it currently succeeds when it should not."
End-to-End Learning Journey,,,,,,,,,,,,,,,
SYS_FLOW_LRN_TC16,"Full journey: enroll, progress sequentially through every Lesson, reach 100% completion, then leave a review.","1. Enroll in a course (SYS_FLOW_ENR_TC03). 2. Complete every Lesson in order, taking each Quiz along the way. 3. Confirm the final Lesson completion brings the course to COMPLETED. 4. Leave a course review (SYS_FLOW_ENR_TC21).","Every stage transitions correctly; the Learner ends the journey at 100% progress, COMPLETED status, with a review successfully posted and reflected in the course's average rating.","Fresh enrollment in a multi-lesson course.",Pending,,,Pending,,,Pending,,,"End-to-end smoke test tying together SYS_FLOW_ENR and SYS_FLOW_LRN."
