Feature,Exam Management
Test requirement,Functional integration tests for Exam Management (ExamController + TrainerDashboardController exam-authoring subset + CourseManagerDashboardController exam-review subset + TrainerExamMatrixController + CourseManagerExamMatrixController + ExamImportController)
Number of TCs,25
Testing Round,Passed,Failed,Pending,N/A
Round 1,0,0,25,0
Round 2,0,0,25,0
Round 3,0,0,25,0

Test Case ID,Description,Procedure,Expected Result,Pre-conditions,DevTools Evidence,Case Type,Round 1 Status,Round 1 Date,Round 1 Tester,Round 2 Status,Round 2 Date,Round 2 Tester,Round 3 Status,Round 3 Date,Round 3 Tester,Note
EXM_IT07,"[Re-diagnose GAP-EXM-01] Confirm whether submitted answers/correctness are echoed back, and under what payload shape","1. Before submitting, 🔍 F12 → Network tab on the actual take-exam page (or your own manual call) → inspect exactly what selectedOption value shape the client sends per question (numeric index string like ""2"", or a letter like ""A""). 2. POST the submit call with that real shape. 3. Inspect the response's answers/correctness fields.","If selectedOption is a numeric-index string, answers/correctness ARE populated correctly in the response. If it's a letter (""A""/""B""...), mapToAttemptDTO's Integer.parseInt(...) throws and silently drops that answer, so it comes back empty — the real trigger, not the Map-vs-List type mismatch the docs originally described.","Logged in; exam has questions.","Yes — this specifically requires observing the REAL request payload shape via DevTools before deciding which outcome to expect; do not assume the doc's stated mechanism.",B,Pending,,,Pending,,,Pending,,,"GAP-EXM-01's documented root cause is stale per direct 2026-07-25 source review — write the test against the payload you actually observe, then report which mechanism is really responsible."
Trainer Exam Authoring,,,,,,,,,,,,,,,,
EXM_IT08,"List the trainer's own exams","1. GET /api/v1/trainer/exams.","200 OK; List<TrainerExamResponseDTO> scoped to the caller.","Logged in as one of the 4 allowed roles.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT09,"Create a new exam in DRAFT status","1. POST /api/v1/trainer/exams body TrainerCreateExamRequestDTO{title, expectedQuestionCount, passingScore, durationMinutes}.","200 OK {""message"":""Exam created successfully in DRAFT status""}.","Logged in as one of the 4 allowed roles.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT10,"Save questions (blocks) to an exam","1. POST /api/v1/trainer/exams/{id}/questions body {""blocks"":[CreateGroupQuestionRequestDTO,...]}.","200 OK {""message"":""Exam questions saved successfully""}.","A DRAFT exam owned by the caller exists.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT11,"View an exam's questions from the Trainer side includes the correct answers (contrast with the learner-facing view)","1. GET /api/v1/trainer/exams/{id}/questions. 2. 🔍 Network tab → confirm options DO include isCorrect/correctIndex here, unlike EXM_IT03's learner-facing response.","200 OK; TrainerSaveExamQuestionsRequestDTO with full answer-key data — appropriate here since the caller authored the exam.","Exam owned by the caller, has questions.","Yes — contrast side-by-side with EXM_IT03's Network tab response.",N,Pending,,,Pending,,,Pending,,,
EXM_IT12,"[Confirmed gap] A Trainer owner can self-publish an exam directly, with no Course-Manager approval gate","1. As the Trainer who owns a DRAFT exam, PATCH /api/v1/trainer/exams/{id}/status body {""status"":""PUBLISHED""}.","200 OK {""message"":""Exam status updated to PUBLISHED""} — succeeds with no separate Course-Manager approval step, unlike Course publishing which requires TrainerProfile.status==VERIFIED.","A DRAFT exam owned by the caller (a plain TRAINER) exists.","No.",B,Pending,,,Pending,,,Pending,,,"unit_test_plan.md row 40b — updateExamStatus does not distinguish caller role at all; flag to dev if FR-EXM-03 intends Course-Manager gating here."
EXM_IT13,"Update exam visibility","1. PATCH /api/v1/trainer/exams/{id}/visibility body {""visibility"":""public""}.","200 OK {""message"":""Exam visibility updated to PUBLIC""} (value uppercased).","Exam owned by caller exists.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT14,"Delete a trainer's own exam","1. DELETE /api/v1/trainer/exams/{id}.","200 OK {""message"":""Exam deleted successfully""}.","Exam owned by caller exists.","No.",N,Pending,,,Pending,,,Pending,,,
Exam Review Queue (Course Manager),,,,,,,,,,,,,,,,
EXM_IT15,"View exams pending review","1. GET /api/v1/course-manager/exams/review (default status=PENDING_APPROVAL).","200 OK; List<ExamResponseDTO> awaiting approval.","At least one exam submitted for review; logged in as TRAINER_LEAD/COURSE_MANAGER/ADMINISTRATOR.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT16,"Publish an exam via the Course-Manager path","1. POST /api/v1/course-manager/exams/{id}/publish.","200 OK {""message"":""Exam published successfully""}.","Exam under review; logged in as one of the 3 allowed roles.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT17,"Reject an exam — a rejection reason IS required here (contrast with Course reject, which silently ignores it)","1. POST /api/v1/course-manager/exams/{id}/reject with NO body/reason. 2. Repeat with body {""reason"":""needs more questions""}.","First call: 400 Bad Request {""error"":""Rejection reason is required""}. Second call: 200 OK {""message"":""Exam returned to draft""}.","Exam under review; logged in as one of the 3 allowed roles.","No.",B,Pending,,,Pending,,,Pending,,,"Contrast with CRS_IT36 (Course reject) where reason is accepted but never read/used — the two reject flows are inconsistent about whether reason is required."
Exam Matrix (Trainer side),,,,,,,,,,,,,,,,
EXM_IT18,"List exam matrices (Trainer can read)","1. GET /api/v1/trainer/matrices.","200 OK; List<ExamMatrixDTO>.","Logged in as TRAINER/ADMINISTRATOR/TRAINER_LEAD/COURSE_MANAGER.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT19,"Creating a matrix is rejected for a plain TRAINER (only COURSE_MANAGER/ADMINISTRATOR may create)","1. Log in as plain TRAINER. 2. POST /api/v1/trainer/matrices body ExamMatrixCreateRequestDTO. 3. 🔍 Network tab → confirm 403.","403 Forbidden — despite the controller being named 'Trainer', POST is restricted to COURSE_MANAGER/ADMINISTRATOR only.","Logged in as plain TRAINER.","Yes — confirm 403, contrast with EXM_IT18's 200.",B,Pending,,,Pending,,,Pending,,,
EXM_IT20,"Generate an exam from a matrix succeeds","1. POST /api/v1/trainer/matrices/{id}/generate body {""title"":""Generated Exam""}.","200 OK {""examId"":<id>,""message"":""Exam generated successfully""}; the exam is created in DRAFT by randomly pulling matching questions.","A matrix with details[] exists; question bank has enough matching questions for every criteria line.","No.",N,Pending,,,Pending,,,Pending,,,
EXM_IT21,"Counting available questions for matrix criteria is rejected for a plain TRAINER","1. GET /api/v1/trainer/matrices/count-available?skillId=..&diffId=..&catId=.. as plain TRAINER. 2. 🔍 Network tab → confirm 403.","403 Forbidden — restricted to COURSE_MANAGER/ADMINISTRATOR.","Logged in as plain TRAINER.","Yes — confirm 403.",B,Pending,,,Pending,,,Pending,,,
Exam Matrix (Course-Manager side — duplicate controller, inconsistent error handling),,,,,,,,,,,,,,,,
EXM_IT22,"The Course-Manager matrices list silently returns 200 [] instead of propagating a server error (contrast with the Trainer variant)","1. Force an error condition for GET /api/v1/course-manager/matrices (e.g. malformed underlying data, if reproducible) — otherwise, at minimum confirm the happy-path 200 works, and read the source-documented behavior. 2. Compare against GET /api/v1/trainer/matrices under the same broken condition.","GET /api/v1/course-manager/matrices swallows any exception into 200 [] (via a catch-all in the controller), while the Trainer-side equivalent has no such try/catch and would surface a 500 instead — an inconsistency worth recording even if you can't force the error condition in a scratch DB.","Logged in as COURSE_MANAGER/ADMINISTRATOR.","No.",B,Pending,,,Pending,,,Pending,,,"If the error condition can't be reproduced safely, mark N/A for the error-path half and just record the source-confirmed asymmetry in the Note."
Excel Import,,,,,,,,,,,,,,,,
EXM_IT23,"Import multiple exams + questions from a filled Excel file, with transactional rollback on a bad row","1. Fill doc/templates/Hango_Exam_Import_Template.xlsx with several valid exam/question rows PLUS one row with an invalid Skill Type. 2. POST /api/v1/trainer/exams/import-excel-multiple multipart file=<filled.xlsx>. 3. GET /api/v1/trainer/exams to confirm NONE of the rows (including the valid ones before the bad row) were partially committed.","400 Bad Request on the bad row; because the whole import is @Transactional, no partial exams from this file exist afterward — full rollback, not partial success.","A filled xlsx with one deliberately invalid row.","No.",B,Pending,,,Pending,,,Pending,,,
EXM_IT24,"Download the exam import Excel template succeeds","1. GET /api/v1/trainer/exams/import-excel/template.","200 OK; binary xlsx with Content-Disposition: attachment — or 500 if none of the 4 hardcoded candidate paths resolve in this environment (a legitimate environment/packaging finding, not a code bug).","Logged in as one of the 3 allowed roles.","Yes — if 500, confirm via server logs which of the 4 candidate paths were tried.",N,Pending,,,Pending,,,Pending,,,
EXM_IT25,"Legacy skill-type labels in an import file are silently remapped to the new taxonomy without error","1. Fill the exam import template using a legacy label (e.g. ""Grammar"" where the current taxonomy expects a renamed value). 2. Import it. 3. Check the persisted question's actual skillParamId/skill label.","200 OK import succeeds silently; the persisted skill/difficulty reflects the REMAPPED value — confirm it's the value actually intended, since a wrong silent remap would not throw an error, just miscategorize data.","A filled xlsx using at least one legacy label.","No.",B,Pending,,,Pending,,,Pending,,,
