Workflow,Course Authoring- Content Building & Publishing Flow
Test requirement,Verify the complete end-to-end course lifecycle through the actual UI: Trainer creates a Draft course, builds Section/Lesson/LessonBlock/Quiz content (manually and via Excel import), submits for review, Course Manager review/publish/reject (both existing review paths), public catalog visibility, and editing-a-Published-course versioning.
Number of TCs,24
Testing Round,Passed,Failed,Pending,N/A
Round 1,0,0,24,0
Round 2,0,0,24,0
Round 3,0,0,24,0

Test Case ID,Test Case Description,Test Case Procedure,Expected Results,Pre-conditions,Round 1 Status,Round 1 Date,Round 1 Tester,Round 2 Status,Round 2 Date,Round 2 Tester,Round 3 Status,Round 3 Date,Round 3 Tester,Note
SYS_FLOW_CRS_TC15,"Course Manager approves a Submitted course via the Trainer-Dashboard-side approval action.","1. Log in as TRAINER_LEAD/COURSE_MANAGER. 2. Locate the Submitted course from TC13 in the review surface reachable via the Trainer-side approve action (`approveTrainerCourse`). 3. Approve it.","The course transitions toward a published/approved state; the Trainer receives a ContentApproved notification; note the exact resulting status text shown in the UI for later comparison with TC17.","A Submitted course exists.",Pending,,,Pending,,,Pending,,,"Part of the HIGH-04 divergence check - see doc/specs/05-course-management.md note on two separate approve/reject code paths."
SYS_FLOW_CRS_TC16,"Course Manager rejects a Submitted course draft with a reason via the Trainer-Dashboard-side rejection action.","1. Log in as TRAINER_LEAD/COURSE_MANAGER. 2. Locate another Submitted course. 3. Use the Trainer-side reject action (`rejectTrainerCourseDraft`) and enter a reason.","The course returns to Draft (or a Rejected badge) with the reason visible to the Trainer; the Trainer receives a ContentRejected notification.","A different Submitted course exists.",Pending,,,Pending,,,Pending,,,
Course Manager Review - Course-Manager-Dashboard Path (HIGH-04 divergence check),,,,,,,,,,,,,,,
SYS_FLOW_CRS_TC17,"Course Manager approves a Submitted course via the separate Course-Manager Dashboard review queue and Publish action.","1. Submit a fresh Draft course (repeat TC13 with a new course). 2. As Course Manager, open Course Manager Dashboard > Courses for Review > review-detail. 3. Tap Publish.","The course becomes Published and is notified/logged; compare the resulting status label, notification type, and any side effects against TC15 - confirm whether they match or genuinely diverge (HIGH-04) and record the finding in Note.","A freshly Submitted course exists (not reused from TC13).",Pending,,,Pending,,,Pending,,,"Confirm/deny HIGH-04: two separate approve/reject implementations (TrainerDashboardServiceImpl vs CourseManagerDashboardServiceImpl) - report exact observed differences."
SYS_FLOW_CRS_TC18,"Course Manager rejects/returns a Submitted course to Draft via the Course-Manager Dashboard path.","1. Submit another fresh Draft course. 2. As Course Manager, open its review-detail in Course Manager Dashboard. 3. Use ""Return to Draft"" / Reject with a reason.","The course returns to Draft with the reason recorded; compare the resulting notification/status against TC16 for the same HIGH-04 divergence check.","A freshly Submitted course exists.",Pending,,,Pending,,,Pending,,,"Same HIGH-04 cross-check as TC17, on the reject path."
Public Catalog Visibility,,,,,,,,,,,,,,,
SYS_FLOW_CRS_TC19,"A Published course appears in the public catalog and is viewable without logging in.","1. Log out (or use a private/incognito session). 2. Open the public course catalog. 3. Search/filter for the course Published in TC15 or TC17.","The Published course appears in search results and its detail page opens without requiring login.","At least one course has status=Published.",Pending,,,Pending,,,Pending,,,
SYS_FLOW_CRS_TC20,"Draft/Submitted/Rejected courses are never visible in the public catalog.","1. As a logged-out user, search the public catalog for the titles of the Draft course from TC03, the Submitted course from TC14, and the rejected course from TC16.","None of the non-Published courses appear anywhere in public search results or are directly reachable by guessing their public detail URL.","Draft, Submitted, and Rejected courses exist from earlier cases.",Pending,,,Pending,,,Pending,,,
Editing a Published Course (Versioning),,,,,,,,,,,,,,,
SYS_FLOW_CRS_TC21,"Editing an already-Published course creates a new Draft version instead of modifying the live version in place.","1. Open a Published course as its Trainer. 2. Make a content edit (e.g. change a Lesson's text) and save. 3. Check the course's version history.","A new Draft version is created (cloned from the live one) carrying the edit; the previously live/Published version keeps serving enrolled Learners completely unchanged in the meantime.","A Published course with at least one enrolled Learner exists.",Pending,,,Pending,,,Pending,,,
SYS_FLOW_CRS_TC22,"Publishing the new Draft version switches the live pointer and archives the old version.","1. Take the new Draft version from TC21 through Submit -> Course Manager Publish (repeat TC13/TC15 or TC17 on this version). 2. After publish, re-check the course's version history and the enrolled Learner's view.","The live pointer switches to the new version; the previously-live version becomes Archived (not overwritten/deleted); every Learner who was enrolled in the prior version receives a CourseUpdated notification.","The new Draft version from TC21 exists.",Pending,,,Pending,,,Pending,,,
SYS_FLOW_CRS_TC23,"A Learner already enrolled sees the old content uninterrupted until the new version is actually published.","1. As the Learner enrolled before TC21, open the course lesson content while the new Draft version is still under review (between TC21 and TC22 completing). 2. Reopen the same lesson after TC22 completes.","Before publish: the Learner still sees the original, unedited content with no disruption. After publish: the Learner now sees the updated content (per the live version switch).","Learner enrolled before the new Draft version was created in TC21.",Pending,,,Pending,,,Pending,,,
Trainer Dashboard Accuracy,,,,,,,,,,,,,,,
SYS_FLOW_CRS_TC24,"The Trainer Dashboard's own course list shows accurate status badges and stats for every authored course.","1. Log in as the Trainer who owns courses in various states from TC01-TC22 (Draft, Submitted, Rejected, Published, Archived). 2. Open Trainer Dashboard > My Courses.","Each course shows the correct current status badge (Draft/Submitted/Rejected/Approved/Published/Archived) matching what was set in the corresponding test case above; dashboard stats (course count, enrollment count where applicable) are consistent with the visible list.","Trainer owns at least one course in each of the states exercised above.",Pending,,,Pending,,,Pending,,,
